amount,amount_log,hour,day_of_week,user_account_age_days,card_age_days,txn_count_7d,txn_count_30d,avg_amount_30d,std_amount_30d,amount_to_avg_ratio,failed_auths_24h,is_new_device,is_international,distance_km,ip_risk_score,email_risk_score,merchant_risk_category,time_since_last_txn_hrs,device_os_encoded,browser_encoded,feature_noise_1,feature_noise_2,feature_noise_3,feature_noise_4
312.2952,5.7471,11,2,2982,18,24,42,33.8979,81.9244,8.9488,0,0,1,1.7233,0.6541,0.2964,3,5.8437,0,2,-1.8084,-1.4063,58.0,0.2013
33.5825,3.5433,16,6,1825,1181,9,57,77.1733,10.8271,0.4296,0,1,1,21.4651,0.0662,0.155,1,29.0998,3,1,-0.9914,0.9199,19.0,0.1104
8.095,2.2077,13,5,764,226,1,51,25.7705,9.251,0.3024,0,0,0,4.569,0.2396,0.3269,1,1.7643,1,1,-1.7097,-0.6511,48.0,0.2501
5.2642,1.8349,8,3,309,1622,23,61,149.2845,0.3738,0.035,0,0,0,1.5283,0.1947,0.2234,3,27.8211,0,5,-1.7268,2.557,30.0,0.5534
24.4824,3.238,14,3,2565,1154,15,23,24.6904,105.5285,0.953,0,0,1,0.6069,0.6551,0.102,1,107.6671,1,2,-0.1732,0.202,19.0,0.0819
3.4583,1.4948,8,6,1314,44,4,77,8.4226,6.9548,0.367,0,0,0,24.9152,0.2776,0.4512,2,39.1825,0,1,-0.9146,0.8276,55.0,0.7429
45.2783,3.8347,11,3,3586,658,18,74,67.6706,26.9213,0.6594,0,0,1,26.5936,0.0901,0.4835,3,46.4832,0,7,1.5781,1.2377,14.0,0.0186
16.3971,2.8563,13,1,2024,1172,11,5,59.8475,45.6289,0.2695,0,1,0,22.5251,0.1459,0.1214,2,70.2872,3,1,0.7072,-0.6345,26.0,0.9108
102.42,4.6388,9,6,357,130,20,81,32.1012,3.1584,3.0941,0,0,0,43.9493,0.1902,0.2521,2,0.6806,2,7,-0.1122,0.6858,98.0,0.6422
372.3772,5.9226,20,3,1662,59,23,67,18.3765,58.9606,19.218,0,0,0,1.1797,0.0696,0.2938,3,13.0347,1,2,0.4131,1.2201,88.0,0.8073
94.1369,4.5553,8,4,1664,912,6,41,14.2688,50.2216,6.1653,3,0,0,5.5104,0.2786,0.559,3,53.8655,4,7,-0.5441,-1.7067,17.0,0.3834
390.1245,5.969,9,5,915,59,18,85,28.5152,25.0276,13.2177,0,0,1,51.7593,0.2879,0.5874,1,5.6145,2,5,2.3741,0.6827,63.0,0.8716
39.4248,3.6994,10,3,3250,1930,24,53,23.1858,6.1196,1.6301,1,0,0,19.6075,0.2597,0.2355,0,13.1629,3,3,-1.0024,-0.762,64.0,0.728
189.5367,5.2498,8,2,3564,317,21,71,12.7293,13.0385,13.8053,0,0,0,56.9465,0.1759,0.4742,1,56.8508,0,1,-0.8083,0.8169,0.0,0.8587
14.8434,2.7628,18,1,1222,1829,4,26,68.5414,75.6849,0.2134,0,1,1,43.2441,0.5376,0.257,1,15.4421,1,0,0.334,0.4505,21.0,0.0844
38.7665,3.683,19,1,1593,1543,19,4,33.2383,47.537,1.1323,3,0,1,0.2522,0.3221,0.1581,0,156.2515,1,5,-2.0012,1.3717,1.0,0.8694
38.6538,3.6802,1,4,2078,1667,23,26,92.1487,89.6539,0.415,0,0,0,64.2563,0.1641,0.2525,0,27.505,1,2,-1.8411,0.7573,56.0,0.2822
13.2157,2.6543,13,2,1195,1633,19,3,133.0516,18.0463,0.0986,0,0,0,56.1198,0.2542,0.1983,0,57.8475,1,0,2.1545,-1.9056,18.0,0.0082
54.9882,4.0251,12,0,2451,861,11,59,32.4519,8.8126,1.6438,1,0,0,12.5581,0.0627,0.6621,0,36.8101,4,0,-0.2717,0.1416,65.0,0.5421
85.352,4.4584,18,3,1934,67,8,2,42.5538,29.1608,1.9597,0,0,0,81.4902,0.0564,0.0244,0,22.1452,1,5,-0.1297,-0.8063,63.0,0.061
50.0,3.9318,3,1,1860,54,3,12,11.0411,23.3207,4.1524,2,1,1,2051.539,0.3962,0.3858,4,699.0514,4,3,0.2804,-1.191,79.0,0.444
18.9959,2.9955,12,5,967,17,15,33,8.4045,8.3245,2.0199,1,0,1,47.9565,0.2953,0.1113,1,23.2986,4,5,0.4279,0.0084,75.0,0.2436
44.1793,3.8106,19,3,1255,241,9,50,2.8652,7.1609,11.4299,0,1,0,39.6342,0.1295,0.2959,2,5.6311,1,4,-0.0116,0.488,62.0,0.5302
385.6544,5.9575,1,2,1095,149,10,12,111.9338,26.7872,3.4149,2,0,1,413.9723,0.4241,0.3292,3,45.7422,0,5,0.8573,-0.3481,79.0,0.2248
11.694,2.5411,11,1,582,727,23,27,8.8826,45.0445,1.1833,2,0,1,23.4938,0.2108,0.3187,0,18.9043,1,2,0.9914,-1.3979,58.0,0.7338
1663.3923,7.4172,8,4,1322,963,20,60,16.9834,74.4039,92.4957,3,0,0,8.1812,0.3311,0.0746,0,84.7326,3,2,1.4743,0.3903,44.0,0.0905
15.1174,2.7799,19,0,1818,1363,6,67,9.8754,10.279,1.3901,0,0,0,26.2023,0.5152,0.1044,4,111.9048,4,3,0.7687,0.0123,35.0,0.5166
113.7281,4.7426,11,0,3228,1608,24,31,53.2338,25.9363,2.097,0,1,1,22.6735,0.459,0.1308,2,5.2237,2,0,1.3288,-0.4339,9.0,0.5216
48.0239,3.8923,16,2,2213,1946,23,41,80.3662,0.0223,0.5902,0,0,1,28.2744,0.3555,0.1945,1,1.7692,4,0,-0.3139,-1.0927,17.0,0.1151
26.4403,3.312,15,1,2560,583,19,14,38.8765,2.6818,0.6631,0,0,0,10.6687,0.139,0.111,1,33.6352,2,7,1.0646,0.1293,56.0,0.4856
55.4219,4.0329,11,3,2016,467,17,20,13.8708,29.8308,3.7269,0,0,1,17.8977,0.0535,0.4316,1,2.3291,4,7,0.0112,-0.8167,88.0,0.3108
1134.0321,7.0344,10,2,2513,1485,6,31,200.4763,26.499,5.6286,1,0,0,57.1139,0.0355,0.1072,0,59.6683,3,3,-1.1257,-1.1284,97.0,0.0852
57.7444,4.0732,15,3,2025,1392,13,37,11.301,2.1255,4.6943,3,0,0,60.2764,0.3237,0.0988,1,1.3175,3,6,0.4402,0.9522,4.0,0.742
65.48,4.1969,11,2,3304,1391,22,76,8.3146,23.6946,7.0298,0,0,0,92.3631,0.1466,0.3619,0,6.8362,4,6,1.3911,-0.1222,5.0,0.0781
36.7075,3.6299,8,0,3138,276,24,22,250.0559,14.12,0.1462,0,0,0,39.7028,0.0713,0.3992,3,55.6065,1,4,-0.9875,-1.9727,15.0,0.5373
201.0102,5.3083,19,1,509,282,10,26,43.984,32.953,4.4685,3,1,1,755.5587,0.5129,0.7015,2,48.0992,0,6,-1.5424,0.7937,88.0,0.5632
15.6423,2.8119,10,5,410,1611,11,69,51.7263,24.0856,0.2967,0,0,1,119.6264,0.2178,0.2503,2,0.245,1,0,2.1975,-0.092,1.0,0.472
462.4986,6.1388,14,5,696,100,4,4,21.7042,19.1723,20.3706,0,1,0,836.5784,0.3033,0.2565,4,489.2495,0,4,0.0387,0.1962,96.0,0.0685
209.9521,5.3516,19,0,1420,29,13,88,40.4963,64.011,5.0595,0,1,0,1.8171,0.5258,0.1551,1,13.5075,0,1,-0.383,0.9007,21.0,0.9543
158.874,5.0744,22,5,2676,1669,4,52,54.687,11.4466,2.853,0,0,0,3.6268,0.2635,0.3506,2,31.7185,0,3,-1.1385,-0.678,61.0,0.6537
44.6857,3.8218,21,0,3304,80,6,13,72.1491,42.4961,0.6109,0,0,1,62.6566,0.1652,0.6893,1,1.8009,2,0,1.2085,-0.3936,8.0,0.2205
648.8967,6.4768,9,2,219,1746,4,38,100.8644,14.596,6.3702,1,1,0,5.5937,0.2113,0.1385,3,11.1279,0,0,1.1739,-0.5375,53.0,0.541
17.0483,2.8931,23,1,46,242,52,84,17.2858,0.6601,0.9323,2,0,0,38.3664,0.5567,0.2849,2,0.4139,1,3,-0.9764,0.2634,63.0,0.9139
78.6475,4.3776,9,3,1573,193,7,28,89.7779,53.7842,0.8664,0,0,1,9.9395,0.4936,0.3273,1,15.0337,1,1,-0.3168,0.1086,6.0,0.3568
304.1214,5.7207,9,0,663,1631,11,36,22.2897,90.4458,13.0582,0,0,1,30.6935,0.186,0.4787,1,11.9766,0,0,-0.6587,1.3528,82.0,0.1049
2.8095,1.3375,22,3,1211,42,8,72,126.9973,0.8816,0.0219,0,0,0,49.761,0.4469,0.1879,1,13.4603,0,6,0.7379,2.0448,69.0,0.2384
56.6555,4.0545,21,6,16,1202,21,85,59.1225,42.4616,0.9423,1,0,1,0.1503,0.1298,0.1824,0,1.7514,3,6,-0.6967,0.4351,64.0,0.068
911.8306,6.8166,15,5,7,16,7,3,200.8385,44.1567,4.5176,0,1,1,23.9189,0.2793,0.5015,3,4.9798,3,1,-0.6773,0.4745,79.0,0.026
639.5191,6.4623,11,0,1589,46,3,41,27.0057,55.2778,22.8353,0,0,0,115.8025,0.1886,0.4515,0,26.0969,1,1,-1.2126,-0.7395,79.0,0.8339
126.2751,4.8464,15,1,2629,1542,3,51,30.3274,38.263,4.0308,0,0,1,21.878,0.3518,0.1396,3,10.205,0,6,0.5955,2.403,13.0,0.8485
69.13,4.2504,17,6,1705,317,5,7,36.9573,50.0625,1.8213,0,1,1,95.3221,0.1973,0.2295,0,62.8385,3,7,0.4112,1.2504,46.0,0.7828
70.384,4.2681,18,6,201,842,22,24,4.4446,34.2782,12.9273,0,0,0,16.6484,0.5374,0.3574,1,12.2941,3,6,-0.0274,0.1357,70.0,0.6119
12.2289,2.5824,11,0,3023,1874,23,86,155.49,0.8482,0.0781,0,1,0,22.497,0.4955,0.3692,0,6.2707,4,2,-1.5438,0.8068,76.0,0.0159
5.4772,1.8683,13,2,389,196,25,95,39.8142,1.2448,0.1342,3,1,1,110.8778,0.0991,0.3171,3,1.3164,4,0,0.7467,-1.1308,85.0,0.9034
29.8351,3.4287,20,3,3291,171,7,40,21.5781,18.9698,1.3214,0,0,1,16.8442,0.3145,0.1607,0,27.1792,3,6,-1.3999,-1.8253,15.0,0.3985
51.2555,3.9561,20,6,1378,1269,5,53,6.8458,15.312,6.5329,1,0,0,31.8222,0.1377,0.2699,0,55.9476,3,3,-0.1474,-1.1945,37.0,0.7548
170.1751,5.1427,8,1,862,701,3,56,19.2615,67.0044,8.3989,2,0,0,31.3033,0.1717,0.2316,0,5.8714,4,3,-0.2035,0.2842,69.0,0.5928
215.7829,5.3789,0,6,2865,70,6,13,12.1137,4.563,16.4548,3,1,0,2292.264,0.5854,0.7355,4,547.0889,1,7,1.0896,1.6269,59.0,0.872
54.1828,4.0107,8,4,2664,12,11,48,9.6701,41.3063,5.078,2,0,0,41.596,0.259,0.6309,0,12.8799,3,6,0.2718,1.0628,79.0,0.9567
97.1579,4.5866,15,5,809,788,16,24,103.5282,4.1444,0.9295,0,0,0,47.7498,0.2135,0.2239,0,49.0959,4,0,-1.9369,2.1018,8.0,0.3566
11.4961,2.5254,20,3,482,87,21,51,44.5629,5.6391,0.2523,0,1,1,19.2925,0.222,0.1616,2,23.4899,4,5,-0.7469,2.2216,63.0,0.9891
16.9084,2.8853,12,0,915,396,8,8,23.2896,18.7046,0.6961,0,0,1,46.4467,0.2632,0.5927,1,2.6642,4,0,-1.0646,2.2659,71.0,0.3533
24.2437,3.2286,22,1,1224,1586,24,67,14.1914,9.285,1.5959,0,0,1,3.8733,0.019,0.4966,0,32.6736,2,2,0.0481,-0.3125,79.0,0.06
338.2445,5.8267,9,4,1048,1486,17,42,31.5984,28.7324,10.3761,1,0,1,33.6528,0.3491,0.2345,3,35.619,2,3,-0.5102,-1.1573,61.0,0.634
16.6222,2.8692,11,4,2800,1590,15,34,92.4434,18.6831,0.1779,0,0,1,16.9898,0.2261,0.1094,0,3.0502,4,0,0.2371,0.1583,81.0,0.673
9.6668,2.3671,12,0,2615,52,8,52,11.8399,52.1821,0.7529,0,0,0,121.1878,0.1148,0.5072,0,10.2571,4,2,-0.7521,-1.686,68.0,0.0071
14.665,2.7514,2,5,205,396,49,171,365.8524,4.0817,0.04,1,0,0,77.2516,0.5399,0.2242,3,1.3915,1,7,-0.6534,-1.4266,16.0,0.6966
1.4095,0.8794,10,6,750,158,146,81,9.9271,6.8222,0.129,3,1,0,36.0015,0.1168,0.1968,1,0.3932,0,4,-0.014,-0.0358,1.0,0.3777
8.2139,2.2207,8,1,2193,150,24,23,5.2774,6.6179,1.3085,0,0,0,7.0659,0.5236,0.065,1,10.789,4,0,0.2044,0.4707,59.0,0.6325
5.4481,1.8638,22,3,3494,892,4,82,15.576,82.7858,0.3287,0,0,0,45.4386,0.3988,0.4599,0,51.7353,2,0,-0.2768,-0.4199,81.0,0.1812
13.2984,2.6601,10,6,2323,251,14,44,61.7535,12.4263,0.2119,0,0,0,56.0354,0.0239,0.3691,1,6.2374,3,1,-0.7544,-0.1544,57.0,0.9965
169.3825,5.138,9,2,1656,71,15,81,30.9452,16.5407,5.3023,0,0,0,11.897,0.1646,0.1263,4,6.6618,0,4,-1.5725,-0.7871,80.0,0.3609
4.5074,1.7061,17,3,3276,790,18,67,3.7659,22.1403,0.9458,0,0,0,44.3044,0.2051,0.3335,0,31.665,2,4,-1.288,0.4245,37.0,0.7158
175.1154,5.1711,11,5,160,77,7,14,47.4601,45.3105,3.6136,1,0,0,56.9251,0.2633,0.3893,0,15.6622,0,7,-0.3748,-0.536,63.0,0.0522
3.8511,1.5792,22,3,231,1631,14,74,7.5922,30.7318,0.4482,0,0,0,250.0667,0.2805,0.2336,0,67.8075,0,1,0.5987,-0.3143,59.0,0.3314
122.732,4.8181,11,5,814,939,5,19,22.744,93.04,5.169,0,0,0,6.6918,0.5712,0.135,1,32.3798,0,2,1.0629,-1.2336,91.0,0.1647
21.2223,3.1011,20,3,129,856,19,45,63.5997,14.7552,0.3285,0,0,0,69.6203,0.1152,0.1436,3,75.7487,0,3,-0.215,-0.7076,21.0,0.4021
12.5082,2.6033,11,3,2466,1494,16,3,5.5489,58.0635,1.91,0,0,0,17.01,0.2765,0.0317,2,3.6088,4,5,0.0908,0.8061,31.0,0.9077
11.4181,2.5192,10,1,543,1890,18,37,3.1212,10.1264,2.7706,2,0,0,35.2874,0.3068,0.2982,0,12.4031,2,7,-0.3564,0.3902,87.0,0.6856
42.5526,3.774,16,1,2515,472,11,14,43.3913,22.0221,0.9586,0,0,0,111.7899,0.7172,0.2976,0,6.6897,3,0,-0.2441,-0.1754,94.0,0.187
66.2386,4.2082,8,2,922,678,4,33,15.9104,21.2917,3.917,0,0,0,29.3373,0.3089,0.1907,0,8.7137,0,3,0.4521,-0.0309,87.0,0.7291
825.437,6.7171,11,1,486,75,2,89,21.9963,28.6225,35.8943,1,1,0,2.6149,0.4353,0.3409,0,85.356,3,6,1.9801,-0.9999,74.0,0.1957
4.5831,1.7197,8,2,533,293,6,33,293.7101,35.132,0.0156,0,0,0,215.1581,0.3292,0.466,0,1.7209,1,0,0.1936,0.2971,86.0,0.811
7.6984,2.1631,18,6,642,176,2,14,69.87,0.5157,0.1086,0,0,0,6.3629,0.1512,0.371,1,6.4453,0,1,-0.7165,-0.7619,22.0,0.8704
22.2117,3.1447,12,0,236,632,17,12,24.6115,50.2728,0.8673,0,0,1,30.6132,0.5895,0.179,0,88.733,2,3,1.6257,1.6001,90.0,0.8875
34.1749,3.5603,10,0,1308,164,7,44,319.612,37.57,0.1066,1,0,0,2.7736,0.0729,0.1917,0,21.6797,2,2,-0.6605,-0.7552,8.0,0.5803
118.2812,4.7815,19,4,1969,1734,16,3,16.3051,7.0351,6.8351,0,0,0,49.7711,0.1318,0.1346,1,7.3106,4,0,0.0269,-0.9911,12.0,0.8687
6.5206,2.0176,8,2,2226,166,17,7,24.0139,15.1967,0.2607,0,0,0,0.695,0.2829,0.3358,3,14.0973,1,3,-0.9244,0.7193,49.0,0.657
410.7209,6.0203,11,2,3534,1317,15,82,939.365,14.1495,0.4368,0,0,0,104.2147,0.19,0.1476,1,8.738,4,6,0.3441,-0.1905,24.0,0.496
0.9749,0.6805,21,6,506,135,54,143,92.4717,6.8984,0.0104,0,1,0,24.9607,0.5384,0.2383,2,1.3623,4,6,-0.0387,-1.2757,54.0,0.3953
16.5055,2.8625,15,0,2350,84,19,77,176.6527,14.1901,0.0929,1,1,1,81.8099,0.3706,0.3826,0,2.3331,3,4,0.4671,1.1707,89.0,0.4912
80.0,4.3944,18,4,19,3,3,7,84.7165,70.1998,0.9333,0,1,0,48.4765,0.6972,0.7307,3,11.0734,4,7,0.0315,0.0371,49.0,0.9712
50.6452,3.9444,10,6,873,65,15,7,86.9402,0.0118,0.5759,0,0,1,66.9662,0.3393,0.1083,0,24.5038,3,4,-0.1782,1.069,56.0,0.0914
13.1079,2.6467,6,2,1730,1300,18,14,6.013,37.3039,1.8691,0,0,1,27.7859,0.231,0.1612,1,1.9494,1,7,1.5441,0.2572,75.0,0.6399
37.0605,3.6392,11,0,1101,685,11,50,52.2657,4.566,0.6958,3,0,0,17.0919,0.3049,0.0303,0,21.777,3,7,-0.4002,-0.2029,6.0,0.8961
24.0599,3.2213,14,5,1144,38,20,67,1002.7739,65.6203,0.024,0,0,0,158.3906,0.0662,0.2918,0,23.1087,0,6,2.1567,1.8889,48.0,0.4185
20.03,3.0459,10,5,1406,71,12,50,5.7176,12.9027,2.9817,1,0,0,13.6207,0.2457,0.5993,0,4.7241,4,2,-3.3479,0.0754,9.0,0.724
18.5981,2.9754,7,0,1885,47,4,82,41.5104,32.4494,0.4375,0,0,0,46.3011,0.0939,0.263,0,58.9908,0,4,-1.6206,-0.14,15.0,0.4793
8.3519,2.2356,15,0,444,1701,7,81,16.9904,44.4819,0.4642,1,1,0,67.9898,0.1444,0.1968,0,21.2207,3,5,-0.6798,-0.9149,42.0,0.0538
38.9978,3.6888,20,2,744,1969,3,79,31.0008,31.3239,1.2187,0,0,0,30.129,0.2041,0.2365,1,11.9809,0,5,0.6337,-1.5355,10.0,0.1488
198.2584,5.2946,16,1,1276,1640,5,67,20.8899,15.2118,9.0571,3,0,0,11.5745,0.3922,0.2176,1,7.44,4,0,-0.0082,1.9438,89.0,0.6038
27.6116,3.3538,12,1,1115,148,21,22,10.4723,16.1667,2.4068,0,0,1,35.0103,0.4782,0.55,3,1.4399,3,2,0.0934,-0.8991,69.0,0.8441
51.9751,3.9698,20,0,1234,8,8,38,7.8339,22.7297,5.8836,0,0,0,26.7402,0.0579,0.0708,0,9.6346,4,5,0.9753,0.2689,96.0,0.37
43.5298,3.7962,16,3,3228,900,6,35,59.3614,99.1004,0.7212,0,0,1,60.2172,0.077,0.151,1,5.3044,0,7,0.3244,1.5161,21.0,0.1483
60.6265,4.1211,8,5,2900,1952,22,7,26.2028,37.403,2.2287,0,0,0,6.7958,0.3835,0.3566,1,1.9574,1,5,0.1247,-0.7378,33.0,0.9821
32.5408,3.5128,19,4,770,1004,1,11,666.2162,26.5814,0.0488,0,0,1,112.6053,0.133,0.1133,4,2.1927,3,6,-0.7466,-0.2429,84.0,0.63
8.8352,2.286,2,4,1832,4,23,86,27.022,0.5619,0.3153,0,1,1,29.344,0.3196,0.3036,0,32.2209,1,5,-0.1968,-0.8913,70.0,0.8208
24.0209,3.2197,3,6,951,359,147,186,8.1379,2.0914,2.6287,2,1,0,30.928,0.7204,0.3484,1,0.1751,0,4,-0.2576,-1.135,2.0,0.6417
15.9941,2.8329,9,3,89,1567,14,62,12.7486,59.4414,1.1633,0,0,0,32.9293,0.4006,0.2839,0,19.8143,1,3,0.7461,-0.6945,59.0,0.7063
19.4332,3.0172,19,5,2910,668,11,33,193.7974,10.6986,0.0998,0,1,1,25.9467,0.5465,0.2709,0,27.5867,1,3,0.9738,-0.8505,1.0,0.9764
3.7448,1.557,11,0,421,1454,4,83,43.4214,5.6496,0.0843,0,0,1,4.9351,0.4707,0.5739,1,8.2922,0,5,-0.1388,0.4355,92.0,0.5996
21.0389,3.0928,11,3,1184,1984,13,26,43.0849,0.2471,0.4772,0,0,1,87.9178,0.3989,0.3088,1,7.5484,1,2,-2.0383,-0.9859,69.0,0.3617
8.9088,2.2934,10,6,1331,1719,10,29,43.0043,12.0235,0.2025,0,0,0,35.5697,0.0963,0.5624,1,0.3039,3,0,0.7713,0.1835,21.0,0.2651
248.3132,5.5187,2,0,2600,189,14,85,88.5113,15.9904,2.7741,0,0,0,36.2884,0.071,0.6386,0,31.3604,0,4,0.6875,0.7017,70.0,0.2803
1.1628,0.7714,10,5,2308,1318,8,5,78.5548,43.0231,0.0146,0,1,1,21.6392,0.1353,0.25,1,3.3646,1,0,-0.2732,1.1042,88.0,0.6334
33.28,3.5346,11,3,963,1709,18,51,240.8456,20.4493,0.1376,0,0,0,96.7491,0.0456,0.3412,2,27.3166,4,6,0.8119,0.2078,81.0,0.0234
72.9945,4.304,10,2,716,1781,14,27,60.6581,10.7621,1.1839,0,0,0,1.1684,0.229,0.2114,2,23.9221,3,7,0.7021,-1.4399,40.0,0.8968
15.6529,2.8126,16,0,521,512,8,43,66.0284,50.1492,0.2335,0,0,0,12.6653,0.0306,0.3612,0,9.2197,4,4,2.2749,-0.4904,17.0,0.2789
31.2501,3.4735,12,4,1111,1537,6,6,26.694,31.4977,1.1284,0,0,1,70.3167,0.2454,0.3037,1,8.197,2,0,0.1786,-1.0363,42.0,0.3003
11.7105,2.5424,16,4,120,633,13,30,111.0439,10.1485,0.1045,0,1,1,105.895,0.2071,0.2696,0,55.2597,2,0,-0.6147,-0.9978,28.0,0.8505
3.4251,1.4873,13,1,2921,939,5,88,33.5803,2.1766,0.099,1,0,0,101.6173,0.179,0.17,2,88.3274,3,1,0.5538,-2.2811,61.0,0.5621
13.2187,2.6546,9,5,2578,424,6,25,123.5661,35.8136,0.1061,0,1,1,18.0135,0.2824,0.6291,0,6.8163,4,7,0.7321,1.468,28.0,0.7071
36.5629,3.626,17,6,3297,1774,21,32,33.2779,21.4887,1.0667,0,1,1,78.9365,0.5636,0.1488,3,3.8694,0,6,0.4537,-0.2332,35.0,0.1626
113.3323,4.7391,22,2,2403,1754,9,24,176.6238,113.4048,0.638,1,0,0,70.5526,0.2662,0.1014,2,26.0639,4,0,-0.1737,-0.4902,71.0,0.4197
549.3972,6.3106,18,2,1135,174,14,34,20.0577,82.902,26.0901,1,0,0,11.6734,0.3953,0.1532,0,20.5139,4,5,-0.9443,0.5825,46.0,0.7966
2.4803,1.2471,21,4,2237,1015,24,48,9.5665,40.8787,0.2347,0,0,1,102.4067,0.217,0.0735,1,18.9567,0,7,-0.7303,-0.551,30.0,0.071
334.4108,5.8154,6,4,2288,422,5,65,63.4901,15.1795,5.1855,0,1,0,43.6514,0.3671,0.2018,0,3.7974,1,7,-1.1609,-0.7877,19.0,0.6341
119.0763,4.7881,16,1,1338,731,7,77,13.153,6.2476,8.4135,0,0,0,18.5988,0.4536,0.0622,0,6.0958,1,2,0.4642,-0.231,34.0,0.5052
3.3234,1.464,10,3,1210,1506,24,7,233.9575,0.8202,0.0141,0,1,0,37.2932,0.3531,0.5271,2,45.2424,2,3,-0.4968,0.6001,14.0,0.2468
11.6172,2.5351,17,3,2828,906,5,30,40.7439,41.4509,0.2783,0,0,0,2.9427,0.4248,0.206,4,17.3139,2,4,-1.3492,0.5514,4.0,0.2956
23.6904,3.2064,17,5,3195,52,14,35,66.0037,58.2817,0.3536,0,0,1,107.5171,0.4327,0.1648,1,97.0269,4,1,1.393,-0.7214,45.0,0.4877
106.1712,4.6744,2,0,1203,200,19,31,42.2848,21.3624,2.4529,0,0,0,23.2051,0.3848,0.1661,0,4.8566,4,1,0.2562,-0.4124,50.0,0.9116
18.5651,2.9737,11,1,3084,317,22,15,10.2832,36.1914,1.6454,0,0,0,87.6117,0.0196,0.2386,1,3.0148,2,0,-1.0338,0.6374,85.0,0.9235
100.8814,4.6238,15,4,1569,16,3,12,22.1489,10.5584,4.3579,1,1,0,2169.5367,0.323,0.3763,3,295.3926,1,0,-0.96,-0.9914,14.0,0.3841
206.527,5.3353,12,5,2407,960,11,47,64.4901,49.1367,3.1536,1,0,0,79.6688,0.4021,0.0825,0,0.3311,0,1,-0.6751,-0.0942,39.0,0.6067
43.723,3.8005,19,3,2578,184,23,73,20.1095,5.4504,2.0712,0,0,1,76.3998,0.1882,0.2502,0,3.1804,0,7,-1.0301,-0.8088,78.0,0.6034
9.4282,2.3445,10,3,3613,1493,10,19,161.3746,31.4217,0.0581,0,1,0,71.5592,0.1458,0.4316,0,31.1067,3,5,-1.0705,2.3288,38.0,0.5615
119.3408,4.7903,13,3,16,44,5,1,163.0464,20.2386,0.7275,0,1,0,28.3886,0.2048,0.303,4,8.1775,3,4,1.5792,-0.778,41.0,0.4951
2.5394,1.264,14,5,71,393,17,63,37.3915,6.0885,0.0661,3,0,0,1.9643,0.0836,0.1789,1,13.0258,2,4,1.9213,0.9368,99.0,0.864
10.304,2.4252,14,1,1060,316,15,12,12.9994,73.3198,0.736,0,0,0,29.1874,0.0106,0.026,1,11.4753,3,1,-1.6512,-2.6651,8.0,0.505
535.0106,6.2842,21,4,1342,1017,24,85,3.8597,47.1709,110.0921,2,0,0,40.3834,0.2249,0.0377,0,1.3984,4,4,0.6292,0.0004,18.0,0.9031
130.1856,4.8766,20,1,56,1448,21,60,5.8349,27.0219,19.0473,2,1,1,21.6391,0.2217,0.3731,1,12.3149,0,0,0.4426,-0.9489,58.0,0.0519
119.1722,4.7889,14,5,859,1174,14,60,139.6372,106.5123,0.8474,1,0,1,86.3623,0.4089,0.4658,0,7.0308,3,5,2.6632,1.6,90.0,0.1831
2.4836,1.2481,10,2,1037,105,23,71,59.4479,37.775,0.0411,0,0,0,33.1749,0.2991,0.0137,4,18.0283,3,6,1.6214,0.3374,15.0,0.4135
17.091,2.8954,20,3,2010,693,3,20,28.3335,3.5587,0.5826,0,1,0,139.8241,0.226,0.0903,1,1.9834,0,1,0.9627,0.6504,94.0,0.1049
27.6194,3.3541,9,1,1614,283,4,51,13.6865,15.1424,1.8806,2,0,0,6.7756,0.2289,0.5862,1,43.2653,0,1,-1.1925,-1.9372,99.0,0.3858
12.6248,2.6119,8,4,1462,77,14,36,22.0859,3.6345,0.5469,0,1,1,5.2429,0.5329,0.302,1,25.8593,4,2,1.558,1.9549,42.0,0.5244
124.9691,4.836,22,3,154,728,1,66,27.8932,51.0498,4.3252,0,0,0,13.4078,0.3317,0.1477,0,15.1582,3,5,1.4782,-0.3245,14.0,0.756
13.2319,2.6555,8,1,1372,570,11,8,150.0077,7.5526,0.0876,0,0,0,10.4653,0.0782,0.4384,1,1.7609,4,3,-1.8487,1.0051,2.0,0.3569
20.5675,3.0712,10,5,2137,668,10,61,168.1492,12.3228,0.1216,0,0,0,18.7812,0.4329,0.5776,2,28.8189,4,1,1.0998,-2.34,68.0,0.6272
4.7414,1.7477,8,3,1,1606,23,42,10.4783,6.3388,0.4131,0,0,0,130.1573,0.2041,0.2415,3,21.048,4,7,1.2769,0.4639,19.0,0.2973
188.0805,5.2422,18,0,306,1819,22,80,136.0394,72.0628,1.3725,0,1,1,2.9771,0.2591,0.2709,4,7.7428,1,0,-0.5095,-0.5284,29.0,0.1309
378.2549,5.9382,14,0,2417,1625,6,84,326.8215,60.5751,1.1538,2,0,1,21.4288,0.4474,0.3667,1,15.6428,4,4,1.5277,1.1271,94.0,0.6636
6.4979,2.0146,10,1,682,77,4,10,26.2369,3.4307,0.2386,0,0,0,194.2277,0.0075,0.2202,3,29.1553,0,1,-1.8109,0.4826,34.0,0.0305
13.0409,2.642,14,6,1847,1968,21,10,69.5644,2.9019,0.1848,2,0,0,117.9674,0.3512,0.4773,0,16.3269,2,2,1.2806,-0.7054,7.0,0.8159
